family_id,wave,type,member,score
212,w2,satis,parent,9.577700808
212,w2,satis,child,10.07770081
213,w1,comm,parent,5.885107557
213,w1,comm,child,4.840658142
213,w2,comm,parent,5.86288285
213,w2,comm,child,6.36288285
213,w1,satis,parent,7.271849102
213,w1,satis,child,6.227399686
213,w2,satis,parent,7.249624394
213,w2,satis,child,7.749624394
214,w1,comm,parent,4.672055284
214,w1,comm,child,3.940507412
214,w2,comm,parent,4.806281348
214,w2,comm,child,5.306281348
214,w1,satis,parent,6.752835703
214,w1,satis,child,6.021287831
214,w2,satis,parent,6.887061767
214,w2,satis,child,7.387061767
215,w1,comm,parent,6.182863652
215,w1,comm,child,7.134086344
215,w2,comm,parent,7.158474998
215,w2,comm,child,7.658474998
215,w1,satis,parent,8.111500797
215,w1,satis,child,9.062723489
215,w2,satis,parent,9.087112143
215,w2,satis,child,9.587112143
216,w1,comm,parent,3.444208221
216,w1,comm,child,1.634259139
216,w2,comm,parent,3.03923368
216,w2,comm,child,3.53923368
216,w1,satis,parent,4.294626057
216,w1,satis,child,2.484676975
216,w2,satis,parent,3.889651516
216,w2,satis,child,4.389651516
217,w1,comm,parent,4.124123024
217,w1,comm,child,3.176505631
217,w2,comm,parent,4.150314327
217,w2,comm,child,4.650314327
217,w1,satis,parent,5.357801491
217,w1,satis,child,4.410184098
217,w2,satis,parent,5.383992795
217,w2,satis,child,5.883992795
218,w1,comm,parent,4.81197905
218,w1,comm,child,6.014343202
218,w2,comm,parent,5.913161126
218,w2,comm,child,6.413161126
218,w1,satis,parent,6.708746627
218,w1,satis,child,7.911110779
218,w2,satis,parent,7.809928703
218,w2,satis,child,8.309928703
219,w1,comm,parent,5.396518028
219,w1,comm,child,3.87286833
219,w2,comm,parent,5.134693179
219,w2,comm,child,5.634693179
219,w1,satis,parent,7.178908799
219,w1,satis,child,5.655259101
219,w2,satis,parent,6.91708395
219,w2,satis,child,7.41708395
220,w1,comm,parent,4.954936406
220,w1,comm,child,5.476396576
220,w2,comm,parent,5.715666491
220,w2,comm,child,6.215666491
220,w1,satis,parent,6.831850799
220,w1,satis,child,7.353310969
220,w2,satis,parent,7.592580884
220,w2,satis,child,8.092580884
221,w1,comm,parent,5.493881184
221,w1,comm,child,5.588669684
221,w2,comm,parent,6.041275434
221,w2,comm,child,6.541275434
221,w1,satis,parent,7.581849806
221,w1,satis,child,7.676638305
221,w2,satis,parent,8.129244056
221,w2,satis,child,8.629244056
222,w1,comm,parent,4.283546816
222,w1,comm,child,3.741061236
222,w2,comm,parent,4.512304026
222,w2,comm,child,5.012304026
222,w1,satis,parent,6.436707982
222,w1,satis,child,5.894222402
222,w2,satis,parent,6.665465192
222,w2,satis,child,7.165465192
223,w1,comm,parent,5.118676854
223,w1,comm,child,5.461399154
223,w2,comm,parent,5.790038004
223,w2,comm,child,6.290038004
223,w1,satis,parent,6.743015299
223,w1,satis,child,7.085737599
223,w2,satis,parent,7.414376449
223,w2,satis,child,7.914376449
224,w1,comm,parent,5.231038002
224,w1,comm,child,6.232727623
224,w2,comm,parent,6.231882812
224,w2,comm,child,6.731882812
224,w1,satis,parent,6.797307231
224,w1,satis,child,7.798996852
224,w2,satis,parent,7.798152041
224,w2,satis,child,8.298152041
225,w1,comm,parent,5.952613807
225,w1,comm,child,5.819862903
225,w2,comm,parent,6.386238355
225,w2,comm,child,6.886238355
225,w1,satis,parent,7.762324483
225,w1,satis,child,7.629573578
225,w2,satis,parent,8.195949031
225,w2,satis,child,8.695949031
226,w1,comm,parent,4.945552798
226,w1,comm,child,5.189069248
226,w2,comm,parent,5.567311023
226,w2,comm,child,6.067311023
226,w1,satis,parent,6.831441649
226,w1,satis,child,7.0749581
226,w2,satis,parent,7.453199875
226,w2,satis,child,7.953199875
227,w1,comm,parent,6.223724508
227,w1,comm,child,6.838699863
227,w2,comm,parent,7.031212185
227,w2,comm,child,7.531212185
227,w1,satis,parent,7.965312555
227,w1,satis,child,8.58028791
227,w2,satis,parent,8.772800233
227,w2,satis,child,9.272800233
228,w1,comm,parent,5.666555993
228,w1,comm,child,5.301206285
228,w2,comm,parent,5.983881139
228,w2,comm,child,6.483881139
228,w1,satis,parent,8.208349421
228,w1,satis,child,7.842999713
228,w2,satis,parent,8.525674567
228,w2,satis,child,9.025674567
229,w1,comm,parent,4.832266031
229,w1,comm,child,6.862572381
229,w2,comm,parent,6.347419206
229,w2,comm,child,6.847419206
229,w1,satis,parent,6.677326418
229,w1,satis,child,8.707632768
229,w2,satis,parent,8.192479593
229,w2,satis,child,8.692479593
230,w1,comm,parent,7.031347868
230,w1,comm,child,7.172774167
230,w2,comm,parent,7.602061018
230,w2,comm,child,8.102061018
230,w1,satis,parent,8.625423764
230,w1,satis,child,8.766850063
230,w2,satis,parent,9.196136914
230,w2,satis,child,9.696136914
231,w1,comm,parent,6.109856584
231,w1,comm,child,3.98976087
231,w2,comm,parent,5.549808727
231,w2,comm,child,6.049808727
231,w1,satis,parent,8.255758752
231,w1,satis,child,6.135663039
231,w2,satis,parent,7.695710895
231,w2,satis,child,8.195710895
232,w1,comm,parent,4.140032904
232,w1,comm,child,4.586195567
232,w2,comm,parent,4.863114235
232,w2,comm,child,5.363114235
232,w1,satis,parent,6.367811397
232,w1,satis,child,6.81397406
232,w2,satis,parent,7.090892728
232,w2,satis,child,7.590892728
233,w1,comm,parent,5.725788891
233,w1,comm,child,6.548922092
233,w2,comm,parent,6.637355491
233,w2,comm,child,7.137355491
233,w1,satis,parent,7.78495289
233,w1,satis,child,8.60808609
233,w2,satis,parent,8.69651949
233,w2,satis,child,9.19651949
234,w1,comm,parent,2.641399941
234,w1,comm,child,1.780034546
234,w2,comm,parent,2.710717243
234,w2,comm,child,3.210717243
234,w1,satis,parent,4.19242515
234,w1,satis,child,3.331059755
234,w2,satis,parent,4.261742453
234,w2,satis,child,4.761742453
235,w1,comm,parent,4.485032476
235,w1,comm,child,6.562347643
235,w2,comm,parent,6.023690059
235,w2,comm,child,6.523690059
235,w1,satis,parent,7.250000505
235,w1,satis,child,9.327315672
235,w2,satis,parent,8.788658089
235,w2,satis,child,9.288658089
236,w1,comm,parent,4.790096499
236,w1,comm,child,3.921451138
236,w2,comm,parent,4.855773819
236,w2,comm,child,5.355773819
236,w1,satis,parent,6.595440909
236,w1,satis,child,5.726795548
236,w2,satis,parent,6.661118229
236,w2,satis,child,7.161118229
237,w1,comm,parent,3.772377858
237,w1,comm,child,5.82199749
237,w2,comm,parent,5.297187674
237,w2,comm,child,5.797187674
237,w1,satis,parent,5.548423218
237,w1,satis,child,7.59804285
237,w2,satis,parent,7.073233034
237,w2,satis,child,7.573233034
238,w1,comm,parent,3.339746711
238,w1,comm,child,1.319976401
238,w2,comm,parent,2.829861556
238,w2,comm,child,3.329861556
238,w1,satis,parent,4.715921079
238,w1,satis,child,2.696150769
238,w2,satis,parent,4.206035924
238,w2,satis,child,4.706035924
239,w1,comm,parent,3.587564478
239,w1,comm,child,3.999521621
239,w2,comm,parent,4.29354305
239,w2,comm,child,4.79354305
239,w1,satis,parent,6.234289144
239,w1,satis,child,6.646246287
239,w2,satis,parent,6.940267715
239,w2,satis,child,7.440267715
240,w1,comm,parent,6.066176328
240,w1,comm,child,6.268900065
240,w2,comm,parent,6.667538196
240,w2,comm,child,7.167538196
240,w1,satis,parent,8.849471667
240,w1,satis,child,9.052195405
240,w2,satis,parent,9.450833536
240,w2,satis,child,9.950833536
241,w1,comm,parent,4.44253518
241,w1,comm,child,5.834634524
241,w2,comm,parent,5.638584852
241,w2,comm,child,6.138584852
241,w1,satis,parent,6.949481603
241,w1,satis,child,8.341580947
241,w2,satis,parent,8.145531275
241,w2,satis,child,8.645531275
242,w1,comm,parent,6.746098657
242,w1,comm,child,8.282767922
242,w2,comm,parent,8.014433289
242,w2,comm,child,8.514433289
242,w1,satis,parent,8.445124492
242,w1,satis,child,9.981793757
242,w2,satis,parent,9.713459124
242,w2,satis,child,10.21345912
243,w1,comm,parent,4.843190602
243,w1,comm,child,4.734463393
243,w2,comm,parent,5.288826998
243,w2,comm,child,5.788826998
243,w1,satis,parent,6.509581632
243,w1,satis,child,6.400854423
243,w2,satis,parent,6.955218027
243,w2,satis,child,7.455218027
244,w1,comm,parent,5.236098509
244,w1,comm,child,4.017468142
244,w2,comm,parent,5.126783326
244,w2,comm,child,5.626783326
244,w1,satis,parent,6.676979453
244,w1,satis,child,5.458349086
244,w2,satis,parent,6.56766427
244,w2,satis,child,7.06766427
245,w1,comm,parent,6.638213013
245,w1,comm,child,7.199974781
245,w2,comm,parent,7.419093897
245,w2,comm,child,7.919093897
245,w1,satis,parent,8.552240199
245,w1,satis,child,9.114001967
245,w2,satis,parent,9.333121083
245,w2,satis,child,9.833121083
246,w1,comm,parent,3.526909527
246,w1,comm,child,4.09829499
246,w2,comm,parent,4.312602259
246,w2,comm,child,4.812602259
246,w1,satis,parent,5.401202768
246,w1,satis,child,5.972588232
246,w2,satis,parent,6.1868955
246,w2,satis,child,6.6868955
247,w1,comm,parent,5.729639266
247,w1,comm,child,6.529470778
247,w2,comm,parent,6.629555022
247,w2,comm,child,7.129555022
247,w1,satis,parent,8.144417469
247,w1,satis,child,8.944248981
247,w2,satis,parent,9.044333225
247,w2,satis,child,9.544333225
248,w1,comm,parent,4.422299123
248,w1,comm,child,3.998656068
248,w2,comm,parent,4.710477596
248,w2,comm,child,5.210477596
248,w1,satis,parent,6.172611135
248,w1,satis,child,5.74896808
248,w2,satis,parent,6.460789608
248,w2,satis,child,6.960789608
249,w1,comm,parent,4.752298191
249,w1,comm,child,4.025714429
249,w2,comm,parent,4.88900631
249,w2,comm,child,5.38900631
249,w1,satis,parent,7.133626157
249,w1,satis,child,6.407042395
249,w2,satis,parent,7.270334276
249,w2,satis,child,7.770334276
250,w1,comm,parent,3.435832593
250,w1,comm,child,3.003558959
250,w2,comm,parent,3.719695776
250,w2,comm,child,4.219695776
250,w1,satis,parent,5.790801169
250,w1,satis,child,5.358527534
250,w2,satis,parent,6.074664352
250,w2,satis,child,6.574664352
251,w1,comm,parent,3.537896448
251,w1,comm,child,3.506070901
251,w2,comm,parent,4.021983674
251,w2,comm,child,4.521983674
251,w1,satis,parent,5.265328091
251,w1,satis,child,5.233502543
251,w2,satis,parent,5.749415317
251,w2,satis,child,6.249415317
252,w1,comm,parent,5.123630483
252,w1,comm,child,4.558909063
252,w2,comm,parent,5.341269773
252,w2,comm,child,5.841269773
252,w1,satis,parent,7.270177286
252,w1,satis,child,6.705455867
252,w2,satis,parent,7.487816577
252,w2,satis,child,7.987816577
253,w1,comm,parent,5.556315582
253,w1,comm,child,7.647862523
253,w2,comm,parent,7.102089053
253,w2,comm,child,7.602089053
253,w1,satis,parent,7.744993606
253,w1,satis,child,9.836540547
253,w2,satis,parent,9.290767077
253,w2,satis,child,9.790767077
254,w1,comm,parent,5.920677851
254,w1,comm,child,6.383872014
254,w2,comm,parent,6.652274932
254,w2,comm,child,7.152274932
254,w1,satis,parent,7.007578389
254,w1,satis,child,7.470772551
254,w2,satis,parent,7.73917547
254,w2,satis,child,8.23917547
255,w1,comm,parent,3.758862558
255,w1,comm,child,4.855469048
255,w2,comm,parent,4.807165803
255,w2,comm,child,5.307165803
255,w1,satis,parent,4.87984897
255,w1,satis,child,5.976455459
255,w2,satis,parent,5.928152214
255,w2,satis,child,6.428152214
256,w1,comm,parent,6.195797734
256,w1,comm,child,6.565846162
256,w2,comm,parent,6.880821948
256,w2,comm,child,7.380821948
256,w1,satis,parent,8.359379606
256,w1,satis,child,8.729428034
256,w2,satis,parent,9.04440382
256,w2,satis,child,9.54440382
257,w1,comm,parent,5.470891884
257,w1,comm,child,5.826082678
257,w2,comm,parent,6.148487281
257,w2,comm,child,6.648487281
257,w1,satis,parent,7.76069416
257,w1,satis,child,8.115884954
257,w2,satis,parent,8.438289557
257,w2,satis,child,8.938289557
258,w1,comm,parent,6.992717136
258,w1,comm,child,7.15821072
258,w2,comm,parent,7.575463928
258,w2,comm,child,8.075463928
258,w1,satis,parent,9.615161247
258,w1,satis,child,9.780654831
258,w2,satis,parent,10.19790804
258,w2,satis,child,10.69790804
259,w1,comm,parent,4.147272774
259,w1,comm,child,3.662709468
259,w2,comm,parent,4.404991121
259,w2,comm,child,4.904991121
259,w1,satis,parent,5.733814618
259,w1,satis,child,5.249251312
259,w2,satis,parent,5.991532965
259,w2,satis,child,6.491532965
260,w1,comm,parent,6.693088783
260,w1,comm,child,7.92049553
260,w2,comm,parent,7.806792157
260,w2,comm,child,8.306792157
260,w1,satis,parent,8.994645435
260,w1,satis,child,10.22205218
260,w2,satis,parent,10.10834881
260,w2,satis,child,10.60834881
261,w1,comm,parent,3.536085493
261,w1,comm,child,2.311844994
261,w2,comm,parent,3.423965243
261,w2,comm,child,3.923965243
261,w1,satis,parent,6.445978322
261,w1,satis,child,5.221737822
261,w2,satis,parent,6.333858072
261,w2,satis,child,6.833858072
262,w1,comm,parent,4.17597383
262,w1,comm,child,4.587159
262,w2,comm,parent,4.881566415
262,w2,comm,child,5.381566415
262,w1,satis,parent,6.145151903
262,w1,satis,child,6.556337073
262,w2,satis,parent,6.850744488
262,w2,satis,child,7.350744488
263,w1,comm,parent,4.294118026
263,w1,comm,child,3.74512915
263,w2,comm,parent,4.519623588
263,w2,comm,child,5.019623588
263,w1,satis,parent,6.172774981
263,w1,satis,child,5.623786105
263,w2,satis,parent,6.398280543
263,w2,satis,child,6.898280543
264,w1,comm,parent,5.749764462
264,w1,comm,child,5.900934142
264,w2,comm,parent,6.325349302
264,w2,comm,child,6.825349302
264,w1,satis,parent,7.319650082
264,w1,satis,child,7.470819762
264,w2,satis,parent,7.895234922
264,w2,satis,child,8.395234922
265,w1,comm,parent,4.435757033
265,w1,comm,child,6.343946626
265,w2,comm,parent,5.88985183
265,w2,comm,child,6.38985183
265,w1,satis,parent,7.141466783
265,w1,satis,child,9.049656375
265,w2,satis,parent,8.595561579
265,w2,satis,child,9.095561579
266,w1,comm,parent,5.285236684
266,w1,comm,child,3.817822414
266,w2,comm,parent,5.051529549
266,w2,comm,child,5.551529549
266,w1,satis,parent,7.34207886
266,w1,satis,child,5.87466459
266,w2,satis,parent,7.108371725
266,w2,satis,child,7.608371725
267,w1,comm,parent,5.032921014
267,w1,comm,child,5.265175193
267,w2,comm,parent,5.649048103
267,w2,comm,child,6.149048103
267,w1,satis,parent,6.56101349
267,w1,satis,child,6.793267669
267,w2,satis,parent,7.17714058
267,w2,satis,child,7.67714058
268,w1,comm,parent,5.42271859
268,w1,comm,child,5.923889783
268,w2,comm,parent,6.173304186
268,w2,comm,child,6.673304186
268,w1,satis,parent,8.064651973
268,w1,satis,child,8.565823166
268,w2,satis,parent,8.81523757
268,w2,satis,child,9.31523757
269,w1,comm,parent,4.859111172
269,w1,comm,child,5.032114571
269,w2,comm,parent,5.445612872
269,w2,comm,child,5.945612872
269,w1,satis,parent,5.813599509
269,w1,satis,child,5.986602908
269,w2,satis,parent,6.400101208
269,w2,satis,child,6.900101208
270,w1,comm,parent,5.322435995
270,w1,comm,child,4.34036369
270,w2,comm,parent,5.331399843
270,w2,comm,child,5.831399843
270,w1,satis,parent,6.940701482
270,w1,satis,child,5.958629177
270,w2,satis,parent,6.949665329
270,w2,satis,child,7.449665329
271,w1,comm,parent,4.511287599
271,w1,comm,child,5.450177656
271,w2,comm,parent,5.480732628
271,w2,comm,child,5.980732628
271,w1,satis,parent,6.728879678
271,w1,satis,child,7.667769735
271,w2,satis,parent,7.698324706
271,w2,satis,child,8.198324706
272,w1,comm,parent,5.043457351
272,w1,comm,child,3.921373827
272,w2,comm,parent,4.982415589
272,w2,comm,child,5.482415589
272,w1,satis,parent,6.68849375
272,w1,satis,child,5.566410226
272,w2,satis,parent,6.627451988
272,w2,satis,child,7.127451988
273,w1,comm,parent,5.497302866
273,w1,comm,child,5.582530596
273,w2,comm,parent,6.039916731
273,w2,comm,child,6.539916731
273,w1,satis,parent,8.107679798
273,w1,satis,child,8.192907528
273,w2,satis,parent,8.650293663
273,w2,satis,child,9.150293663
274,w1,comm,parent,5.938075446
274,w1,comm,child,6.273882239
274,w2,comm,parent,6.605978843
274,w2,comm,child,7.105978843
274,w1,satis,parent,8.487932721
274,w1,satis,child,8.823739514
274,w2,satis,parent,9.155836117
274,w2,satis,child,9.655836117
275,w1,comm,parent,4.556180075
275,w1,comm,child,6.527800281
275,w2,comm,parent,6.041990178
275,w2,comm,child,6.541990178
275,w1,satis,parent,5.860322831
275,w1,satis,child,7.831943037
275,w2,satis,parent,7.346132934
275,w2,satis,child,7.846132934
276,w1,comm,parent,4.127148558
276,w1,comm,child,4.547579573
276,w2,comm,parent,4.837364066
276,w2,comm,child,5.337364066
276,w1,satis,parent,5.627680382
276,w1,satis,child,6.048111397
276,w2,satis,parent,6.33789589
276,w2,satis,child,6.83789589
277,w1,comm,parent,5.618398536
277,w1,comm,child,4.439918651
277,w2,comm,parent,5.529158594
277,w2,comm,child,6.029158594
277,w1,satis,parent,7.825036351
277,w1,satis,child,6.646556467
277,w2,satis,parent,7.735796409
277,w2,satis,child,8.235796409
278,w1,comm,parent,5.805185324
278,w1,comm,child,8.155740278
278,w2,comm,parent,7.480462801
278,w2,comm,child,7.980462801
278,w1,satis,parent,8.335368376
278,w1,satis,child,10.68592333
278,w2,satis,parent,10.01064585
278,w2,satis,child,10.51064585
279,w1,comm,parent,5.750241844
279,w1,comm,child,3.132687247
279,w2,comm,parent,4.941464546
279,w2,comm,child,5.441464546
279,w1,satis,parent,7.461252272
279,w1,satis,child,4.843697675
279,w2,satis,parent,6.652474974
279,w2,satis,child,7.152474974
280,w1,comm,parent,5.163582629
280,w1,comm,child,6.859207364
280,w2,comm,parent,6.511394996
280,w2,comm,child,7.011394996
280,w1,satis,parent,7.527607545
280,w1,satis,child,9.22323228
280,w2,satis,parent,8.875419913
280,w2,satis,child,9.375419913
281,w1,comm,parent,4.883118748
281,w1,comm,child,5.550056669
281,w2,comm,parent,5.716587709
281,w2,comm,child,6.216587709
281,w1,satis,parent,6.828786
281,w1,satis,child,7.495723921
281,w2,satis,parent,7.66225496
281,w2,satis,child,8.16225496
282,w1,comm,parent,3.41182915
282,w1,comm,child,4.246988649
282,w2,comm,parent,4.329408899
282,w2,comm,child,4.829408899
282,w1,satis,parent,5.534555247
282,w1,satis,child,6.369714747
282,w2,satis,parent,6.452134997
282,w2,satis,child,6.952134997
283,w1,comm,parent,2.247078089
283,w1,comm,child,4.040561343
283,w2,comm,parent,3.643819716
283,w2,comm,child,4.143819716
283,w1,satis,parent,3.816159754
283,w1,satis,child,5.609643007
283,w2,satis,parent,5.21290138
283,w2,satis,child,5.71290138
284,w1,comm,parent,5.618090972
284,w1,comm,child,6.049921731
284,w2,comm,parent,6.334006351
284,w2,comm,child,6.834006351
284,w1,satis,parent,7.663093348
284,w1,satis,child,8.094924107
284,w2,satis,parent,8.379008727
284,w2,satis,child,8.879008727
285,w1,comm,parent,5.598185154
285,w1,comm,child,6.367941456
285,w2,comm,parent,6.483063305
285,w2,comm,child,6.983063305
285,w1,satis,parent,8.235578783
285,w1,satis,child,9.005335085
285,w2,satis,parent,9.120456934
285,w2,satis,child,9.620456934
286,w1,comm,parent,5.638998923
286,w1,comm,child,5.112074939
286,w2,comm,parent,5.875536931
286,w2,comm,child,6.375536931
286,w1,satis,parent,6.742811866
286,w1,satis,child,6.215887881
286,w2,satis,parent,6.979349874
286,w2,satis,child,7.479349874
287,w1,comm,parent,6.065540257
287,w1,comm,child,6.904088821
287,w2,comm,parent,6.984814539
287,w2,comm,child,7.484814539
287,w1,satis,parent,8.759697676
287,w1,satis,child,9.59824624
287,w2,satis,parent,9.678971958
287,w2,satis,child,10.17897196
288,w1,comm,parent,3.986454726
288,w1,comm,child,5.343782976
288,w2,comm,parent,5.165118851
288,w2,comm,child,5.665118851
288,w1,satis,parent,6.082175615
288,w1,satis,child,7.439503865
288,w2,satis,parent,7.26083974
288,w2,satis,child,7.76083974
289,w1,comm,parent,4.400025022
289,w1,comm,child,4.698632417
289,w2,comm,parent,5.04932872
289,w2,comm,child,5.54932872
289,w1,satis,parent,6.328008393
289,w1,satis,child,6.626615789
289,w2,satis,parent,6.977312091
289,w2,satis,child,7.477312091
290,w1,comm,parent,3.993815662
290,w1,comm,child,2.437313378
290,w2,comm,parent,3.71556452
290,w2,comm,child,4.21556452
290,w1,satis,parent,5.708379362
290,w1,satis,child,4.151877078
290,w2,satis,parent,5.43012822
290,w2,satis,child,5.93012822
291,w1,comm,parent,5.430627903
291,w1,comm,child,4.776406628
291,w2,comm,parent,5.603517265
291,w2,comm,child,6.103517265
291,w1,satis,parent,7.38152313
291,w1,satis,child,6.727301855
291,w2,satis,parent,7.554412492
291,w2,satis,child,8.054412492
292,w1,comm,parent,5.666405572
292,w1,comm,child,5.265694573
292,w2,comm,parent,5.966050073
292,w2,comm,child,6.466050073
292,w1,satis,parent,7.116081068
292,w1,satis,child,6.71537007
292,w2,satis,parent,7.415725569
292,w2,satis,child,7.915725569
293,w1,comm,parent,3.661978152
293,w1,comm,child,3.822028811
293,w2,comm,parent,4.242003482
293,w2,comm,child,4.742003482
293,w1,satis,parent,5.106184563
293,w1,satis,child,5.266235223
293,w2,satis,parent,5.686209893
293,w2,satis,child,6.186209893
294,w1,comm,parent,3.827625798
294,w1,comm,child,4.38144165
294,w2,comm,parent,4.604533724
294,w2,comm,child,5.104533724
294,w1,satis,parent,6.0569057
294,w1,satis,child,6.610721553
294,w2,satis,parent,6.833813626
294,w2,satis,child,7.333813626
295,w1,comm,parent,6.038421081
295,w1,comm,child,4.266081467
295,w2,comm,parent,5.652251274
295,w2,comm,child,6.152251274
295,w1,satis,parent,7.886943395
295,w1,satis,child,6.114603781
295,w2,satis,parent,7.500773588
295,w2,satis,child,8.000773588
296,w1,comm,parent,3.902997627
296,w1,comm,child,3.769449135
296,w2,comm,parent,4.336223381
296,w2,comm,child,4.836223381
296,w1,satis,parent,5.066042546
296,w1,satis,child,4.932494054
296,w2,satis,parent,5.4992683
296,w2,satis,child,5.9992683
297,w1,comm,parent,3.970181269
297,w1,comm,child,4.291226041
297,w2,comm,parent,4.630703655
297,w2,comm,child,5.130703655
297,w1,satis,parent,7.142140097
297,w1,satis,child,7.463184869
297,w2,satis,parent,7.802662483
297,w2,satis,child,8.302662483
298,w1,comm,parent,4.979567084
298,w1,comm,child,4.811271945
298,w2,comm,parent,5.395419514
298,w2,comm,child,5.895419514
298,w1,satis,parent,6.762011422
298,w1,satis,child,6.593716283
298,w2,satis,parent,7.177863852
298,w2,satis,child,7.677863852
299,w1,comm,parent,4.287531704
299,w1,comm,child,6.089660065
299,w2,comm,parent,5.688595885
299,w2,comm,child,6.188595885
299,w1,satis,parent,6.484495702
299,w1,satis,child,8.286624063
299,w2,satis,parent,7.885559883
299,w2,satis,child,8.385559883
300,w1,comm,parent,5.795246411
300,w1,comm,child,3.809880943
300,w2,comm,parent,5.302563677
300,w2,comm,child,5.802563677
300,w1,satis,parent,8.628278992
300,w1,satis,child,6.642913523
300,w2,satis,parent,8.135596258
300,w2,satis,child,8.635596258
301,w1,comm,parent,5.685676712
301,w1,comm,child,5.598234761
301,w2,comm,parent,6.141955736
301,w2,comm,child,6.641955736
301,w1,satis,parent,8.158849373
301,w1,satis,child,8.071407422
301,w2,satis,parent,8.615128398
301,w2,satis,child,9.115128398
302,w1,comm,parent,4.87719712
302,w1,comm,child,4.721292593
302,w2,comm,parent,5.299244857
302,w2,comm,child,5.799244857
302,w1,satis,parent,6.895765764
302,w1,satis,child,6.739861236
302,w2,satis,parent,7.3178135
302,w2,satis,child,7.8178135
303,w1,comm,parent,5.719171248
303,w1,comm,child,6.689642227
303,w2,comm,parent,6.704406738
303,w2,comm,child,7.204406738
303,w1,satis,parent,7.415192075
303,w1,satis,child,8.385663055
303,w2,satis,parent,8.400427565
303,w2,satis,child,8.900427565
304,w1,comm,parent,5.723907028
304,w1,comm,child,5.72296604
304,w2,comm,parent,6.223436534
304,w2,comm,child,6.723436534
304,w1,satis,parent,7.892778887
304,w1,satis,child,7.891837899
304,w2,satis,parent,8.392308393
304,w2,satis,child,8.892308393
305,w1,comm,parent,4.041378875
305,w1,comm,child,5.513588179
305,w2,comm,parent,5.277483527
305,w2,comm,child,5.777483527
305,w1,satis,parent,5.963137991
305,w1,satis,child,7.435347295
305,w2,satis,parent,7.199242643
305,w2,satis,child,7.699242643
306,w1,comm,parent,5.250808821
306,w1,comm,child,5.399562362
306,w2,comm,parent,5.825185591
306,w2,comm,child,6.325185591
306,w1,satis,parent,6.956609418
306,w1,satis,child,7.105362959
306,w2,satis,parent,7.530986188
306,w2,satis,child,8.030986188
307,w1,comm,parent,3.185860808
307,w1,comm,child,2.401009718
307,w2,comm,parent,3.293435263
307,w2,comm,child,3.793435263
307,w1,satis,parent,5.233328356
307,w1,satis,child,4.448477266
307,w2,satis,parent,5.340902811
307,w2,satis,child,5.840902811
308,w1,comm,parent,6.398810925
308,w1,comm,child,6.234153026
308,w2,comm,parent,6.816481976
308,w2,comm,child,7.316481976
308,w1,satis,parent,8.467763822
308,w1,satis,child,8.303105923
308,w2,satis,parent,8.885434873
308,w2,satis,child,9.385434873
309,w1,comm,parent,4.005541261
309,w1,comm,child,3.809759473
309,w2,comm,parent,4.407650367
309,w2,comm,child,4.907650367
309,w1,satis,parent,6.080348037
309,w1,satis,child,5.884566249
309,w2,satis,parent,6.482457143
309,w2,satis,child,6.982457143
310,w1,comm,parent,5.790279834
310,w1,comm,child,6.109485938
310,w2,comm,parent,6.449882886
310,w2,comm,child,6.949882886
310,w1,satis,parent,7.684827997
310,w1,satis,child,8.004034101
310,w2,satis,parent,8.344431049
310,w2,satis,child,8.844431049
311,w1,comm,parent,3.180245533
311,w1,comm,child,3.033580645
311,w2,comm,parent,3.606913089
311,w2,comm,child,4.106913089
311,w1,satis,parent,5.668884205
311,w1,satis,child,5.522219318
311,w2,satis,parent,6.095551762
311,w2,satis,child,6.595551762
312,w1,comm,parent,4.733115497
312,w1,comm,child,5.808031897
312,w2,comm,parent,5.770573697
312,w2,comm,child,6.270573697
312,w1,satis,parent,6.049791563
312,w1,satis,child,7.124707963
312,w2,satis,parent,7.087249763
312,w2,satis,child,7.587249763
313,w1,comm,parent,5.656735226
313,w1,comm,child,5.112651586
313,w2,comm,parent,5.884693406
313,w2,comm,child,6.384693406
313,w1,satis,parent,7.555422704
313,w1,satis,child,7.011339064
313,w2,satis,parent,7.783380884
313,w2,satis,child,8.283380884
314,w1,comm,parent,5.627678313
314,w1,comm,child,6.009587932
314,w2,comm,parent,6.318633123
314,w2,comm,child,6.818633123
314,w1,satis,parent,8.090210887
314,w1,satis,child,8.472120507
314,w2,satis,parent,8.781165697
314,w2,satis,child,9.281165697
315,w1,comm,parent,5.395109546
315,w1,comm,child,5.861494345
315,w2,comm,parent,6.128301946
315,w2,comm,child,6.628301946
315,w1,satis,parent,7.468274987
315,w1,satis,child,7.934659787
315,w2,satis,parent,8.201467387
315,w2,satis,child,8.701467387
316,w1,comm,parent,4.427184939
316,w1,comm,child,4.682703624
316,w2,comm,parent,5.054944282
316,w2,comm,child,5.554944282
316,w1,satis,parent,6.530290472
316,w1,satis,child,6.785809158
316,w2,satis,parent,7.158049815
316,w2,satis,child,7.658049815
317,w1,comm,parent,7.097707412
317,w1,comm,child,7.23815346
317,w2,comm,parent,7.667930436
317,w2,comm,child,8.167930436
317,w1,satis,parent,9.89539311
317,w1,satis,child,10.03583916
317,w2,satis,parent,10.46561613
317,w2,satis,child,10.96561613
318,w1,comm,parent,4.538930545
318,w1,comm,child,5.023899449
318,w2,comm,parent,5.281414997
318,w2,comm,child,5.781414997
318,w1,satis,parent,7.374832338
